,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,radius,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,weight,ring-number,ring-type,spore-print-color,population,habitat,class
1060,x,s,e,f,s,f,c,n,b,t,?,19,k,s,p,p,p,w,23,o,e,w,v,d,p
1061,x,f,e,t,n,f,c,b,n,t,b,159,s,s,w,g,p,w,23,o,p,n,v,d,e
1062,x,f,w,f,n,f,w,b,n,t,e,71,f,f,w,w,p,w,23,o,e,k,s,g,e
1063,x,s,n,f,f,f,c,n,b,t,?,62,s,s,p,w,p,w,23,o,e,w,v,d,p
1064,f,f,g,f,f,f,c,b,h,e,b,10,k,k,p,n,p,w,43,o,l,h,v,g,p
1065,k,y,n,f,f,f,c,n,b,t,?,651,k,s,p,w,p,w,28,o,e,w,v,p,p
1066,f,s,w,t,f,f,c,b,h,t,b,139,f,s,w,w,p,w,44,o,p,h,v,g,p
1067,f,s,w,t,f,f,c,b,w,t,b,143,f,s,w,w,p,w,32,o,p,h,v,g,p
1068,b,s,w,t,a,f,c,b,n,e,c,125,s,s,w,w,p,w,29,o,p,n,s,m,e
1069,f,y,e,t,n,f,c,b,w,t,b,8,s,s,p,w,p,w,47,o,p,n,y,d,e
1070,x,f,g,f,f,f,c,b,g,e,b,129,k,k,p,p,p,w,24,o,l,h,y,p,p
1071,x,f,y,f,f,f,c,b,g,e,b,197,k,k,b,p,p,w,46,o,l,h,y,d,p
1072,x,s,w,f,n,f,w,b,k,t,e,23,s,f,w,w,p,w,29,o,e,k,a,g,e
1073,x,f,p,f,c,f,w,n,g,e,b,4,s,s,w,w,p,w,23,o,p,n,s,d,p
1074,b,s,p,t,n,f,c,b,g,e,b,120,s,s,w,w,p,w,23,t,p,r,v,g,p
1075,x,s,w,t,f,f,c,b,h,t,b,132,s,s,w,w,p,w,23,o,p,h,v,u,p
1076,b,y,y,t,l,f,c,b,w,e,c,15,s,s,w,w,p,w,33,o,p,k,s,m,e
1077,x,s,b,t,f,f,c,b,h,t,b,109,s,f,w,w,p,w,45,o,p,h,v,u,p
1078,f,y,n,t,p,f,c,n,w,e,e,362,s,s,w,w,p,w,49,o,p,n,s,u,p
1079,f,f,g,t,n,f,c,b,n,t,b,424,s,s,g,p,p,w,23,o,p,n,y,d,e
1080,b,y,p,t,n,f,c,b,r,e,b,191,s,s,w,w,p,w,30,t,p,r,v,g,p
1081,x,y,y,f,f,f,c,b,p,e,b,108,k,k,n,n,p,w,23,o,l,h,v,p,p
1082,x,y,n,f,f,f,c,n,b,t,?,72,k,s,p,w,p,w,50,o,e,w,v,p,p
1083,f,s,n,f,f,f,c,n,b,t,?,103,s,s,w,p,p,w,26,o,e,w,v,d,p
1084,f,f,y,f,f,f,c,b,p,e,b,107,k,k,p,b,p,w,30,o,l,h,y,p,p
1085,x,s,n,f,y,f,c,n,b,t,?,94,k,k,p,w,p,w,23,o,e,w,v,p,p
1086,x,y,n,f,s,f,c,n,b,t,?,157,k,s,p,p,p,w,54,o,e,w,v,p,p
1087,x,f,y,f,f,f,c,b,g,e,b,195,k,k,p,p,p,w,28,o,l,h,y,d,p
1088,x,y,g,t,n,f,c,b,p,t,b,164,s,s,p,g,p,w,23,o,p,n,v,d,e
1089,f,s,g,f,n,f,w,b,h,t,e,9,s,f,w,w,p,w,23,o,e,n,s,g,e
1090,k,y,e,f,s,f,c,n,b,t,?,332,s,s,w,p,p,w,26,o,e,w,v,p,p
1091,k,y,n,f,y,f,c,n,b,t,?,190,s,s,p,p,p,w,56,o,e,w,v,p,p
1092,b,s,w,t,l,f,c,b,n,e,c,80,s,s,w,w,p,w,23,o,p,n,n,g,e
1093,k,y,n,f,f,f,c,n,b,t,?,264,s,k,w,w,p,w,61,o,e,w,v,p,p
1094,x,y,e,f,s,f,c,n,b,t,?,33,k,s,p,p,p,w,62,o,e,w,v,d,p
1095,f,f,g,t,n,f,c,b,u,t,b,68,s,s,p,w,p,w,23,o,p,k,y,d,e
1096,x,s,w,t,a,f,w,n,n,t,b,161,s,s,w,w,p,w,23,o,p,n,v,d,e
1097,f,f,y,f,f,f,c,b,p,e,b,553,k,k,b,b,p,w,23,o,l,h,v,p,p
1098,x,y,g,f,f,f,c,b,h,e,b,203,k,k,n,p,p,w,38,o,l,h,y,g,p
1099,x,y,g,f,f,f,c,b,h,e,b,43,k,k,b,n,p,w,37,o,l,h,v,g,p
1100,x,f,g,f,f,f,c,b,g,e,b,369,k,k,b,b,p,w,26,o,l,h,y,g,p
1101,x,y,g,f,f,f,c,b,h,e,b,170,k,k,n,b,p,w,32,o,l,h,v,g,p
1102,x,y,g,t,n,f,c,b,p,t,b,420,s,s,w,w,p,w,23,o,p,k,y,d,e
1103,x,f,g,f,f,f,c,b,g,e,b,159,k,k,n,b,p,w,33,o,l,h,y,p,p
1104,x,f,g,f,n,f,w,b,k,t,e,223,s,f,w,w,p,w,28,o,e,k,a,g,e
1105,k,s,n,f,y,f,c,n,b,t,?,393,k,s,w,w,p,w,23,o,e,w,v,l,p
1106,f,s,w,t,f,f,c,b,p,t,b,136,s,f,w,w,p,w,30,o,p,h,v,g,p
1107,f,f,y,f,f,f,c,b,h,e,b,311,k,k,p,p,p,w,38,o,l,h,y,d,p
1108,b,s,y,t,l,f,c,b,g,e,c,4,s,s,w,w,p,w,32,o,p,k,n,g,e
1109,x,f,y,f,f,f,c,b,h,e,b,460,k,k,p,b,p,w,23,o,l,h,v,g,p
1110,f,f,g,f,f,f,c,b,p,e,b,99,k,k,b,n,p,w,34,o,l,h,y,d,p
1111,x,y,n,f,y,f,c,n,b,t,?,233,s,k,w,w,p,w,35,o,e,w,v,d,p
1112,x,f,g,f,n,f,w,b,n,t,e,65,s,s,w,w,p,w,36,o,e,n,s,g,e
1113,k,s,n,f,y,f,c,n,b,t,?,13,k,k,p,p,p,w,23,o,e,w,v,p,p
1114,x,f,g,f,c,f,w,n,p,e,b,39,s,s,w,w,p,w,23,o,p,n,s,d,p
1115,f,f,n,t,n,f,c,b,p,t,b,188,s,s,g,p,p,w,50,o,p,n,y,d,e
1116,x,s,n,f,f,f,c,n,b,t,?,1,k,s,p,w,p,w,48,o,e,w,v,d,p
1117,x,y,w,t,p,f,c,n,w,e,e,285,s,s,w,w,p,w,58,o,p,n,v,g,p
1118,k,y,e,f,s,f,c,n,b,t,?,569,k,s,p,w,p,w,35,o,e,w,v,d,p
1119,f,f,y,f,f,f,c,b,h,e,b,52,k,k,p,b,p,w,48,o,l,h,v,p,p
1120,x,s,w,f,c,f,w,n,u,e,b,167,s,s,w,w,p,w,23,o,p,n,s,d,p
1121,x,f,w,f,n,f,w,b,h,t,e,392,s,s,w,w,p,w,41,o,e,n,s,g,e
1122,b,f,g,f,n,f,w,b,g,e,?,43,k,s,w,w,p,w,23,t,p,w,s,g,e
1123,x,f,g,f,f,f,c,b,g,e,b,556,k,k,b,b,p,w,52,o,l,h,v,d,p
1124,k,s,w,f,n,f,w,b,p,e,?,5,s,k,w,w,p,w,25,t,p,w,n,g,e
1125,f,s,e,t,n,f,c,b,e,e,?,233,s,s,w,e,p,w,24,t,e,w,c,w,e
1126,k,y,c,f,m,a,c,b,w,e,c,7,k,y,c,c,p,w,23,n,n,w,c,d,p
1127,f,s,g,t,f,f,c,b,p,t,b,103,s,s,w,w,p,w,23,o,p,h,s,g,p
1128,f,s,e,f,f,f,c,n,b,t,?,341,k,k,p,p,p,w,28,o,e,w,v,l,p
1129,x,s,w,t,p,f,c,n,w,e,e,202,s,s,w,w,p,w,36,o,p,n,s,g,p
1130,k,y,n,f,f,f,c,n,b,t,?,4,k,k,p,p,p,w,24,o,e,w,v,p,p
1131,b,s,w,t,a,f,c,b,w,e,c,61,s,s,w,w,p,w,26,o,p,n,n,g,e
1132,x,f,g,f,c,f,c,n,p,e,b,176,s,s,w,w,p,w,40,o,p,n,v,d,p
1133,x,f,g,f,f,f,c,b,h,e,b,90,k,k,n,b,p,w,23,o,l,h,v,g,p
1134,f,y,w,f,n,f,c,n,u,e,?,26,s,f,w,w,p,w,27,o,f,h,y,d,e
1135,f,y,e,t,n,f,c,b,n,t,b,32,s,s,p,p,p,w,22,o,p,n,y,d,e
1136,f,y,g,f,f,f,c,b,g,e,b,479,k,k,p,p,p,w,60,o,l,h,v,g,p
1137,f,f,g,f,n,f,w,b,n,t,e,64,f,s,w,w,p,w,64,o,e,k,s,g,e
1138,x,s,g,t,f,f,c,b,p,t,b,114,f,f,w,w,p,w,23,o,p,h,s,u,p
1139,b,s,w,t,l,f,c,b,g,e,c,2,s,s,w,w,p,w,35,o,p,n,n,m,e
1140,k,s,e,f,s,f,c,n,b,t,?,337,s,k,p,p,p,w,23,o,e,w,v,p,p
1141,k,s,e,f,s,f,c,n,b,t,?,374,s,s,p,w,p,w,22,o,e,w,v,d,p
1142,f,y,e,t,n,f,c,b,u,t,b,119,s,s,w,p,p,w,60,o,p,k,y,d,e
1143,x,f,g,t,n,f,c,b,w,t,b,496,s,s,p,g,p,w,55,o,p,n,y,d,e
1144,x,s,w,f,n,f,w,b,k,t,e,47,f,s,w,w,p,w,29,o,e,n,s,g,e
1145,f,f,e,t,n,f,c,b,u,t,b,164,s,s,w,g,p,w,23,o,p,k,v,d,e
1146,k,y,e,f,y,f,c,n,b,t,?,92,k,s,p,w,p,w,23,o,e,w,v,d,p
1147,x,s,n,f,n,a,c,b,y,e,?,723,s,s,o,o,p,n,77,o,p,b,v,l,e
1148,f,f,e,t,n,f,c,b,n,t,b,94,s,s,w,g,p,w,40,o,p,n,y,d,e
1149,x,y,y,t,l,f,c,b,p,e,r,152,s,y,w,w,p,w,26,o,p,k,s,g,e
1150,b,s,n,f,n,a,c,b,y,e,?,8,s,s,o,o,p,n,23,o,p,o,c,l,e
1151,x,s,w,t,f,f,c,b,h,t,b,64,s,f,w,w,p,w,53,o,p,h,v,g,p
1152,x,y,n,f,f,f,c,n,b,t,?,43,k,s,w,w,p,w,29,o,e,w,v,l,p
1153,f,f,g,t,n,f,c,b,p,t,b,282,s,s,g,w,p,w,56,o,p,n,v,d,e
1154,f,y,n,t,n,f,c,b,p,t,b,126,s,s,g,g,p,w,24,o,p,n,v,d,e
1155,f,y,g,t,n,f,c,b,p,t,b,392,s,s,w,p,p,w,25,o,p,k,v,d,e
1156,f,s,g,f,n,f,w,b,k,t,e,115,f,f,w,w,p,w,29,o,e,n,s,g,e
1157,x,s,n,f,f,f,c,n,b,t,?,221,s,k,p,p,p,w,22,o,e,w,v,l,p
1158,f,y,g,f,f,f,c,b,h,e,b,473,k,k,p,n,p,w,23,o,l,h,y,g,p
1159,f,f,y,f,f,f,c,b,p,e,b,132,k,k,b,n,p,w,56,o,l,h,v,d,p
1160,x,f,e,t,n,f,c,b,p,t,b,264,s,s,w,g,p,w,30,o,p,k,v,d,e
1161,x,y,n,t,n,f,c,b,p,t,b,5,s,s,p,g,p,w,23,o,p,n,y,d,e
1162,f,y,n,f,y,f,c,n,b,t,?,366,s,s,p,w,p,w,27,o,e,w,v,p,p
1163,f,y,y,f,f,f,c,b,g,e,b,16,k,k,p,p,p,w,25,o,l,h,v,p,p
1164,x,y,g,t,n,f,c,b,p,t,b,151,s,s,w,w,p,w,52,o,p,n,y,d,e
1165,b,s,w,t,a,f,c,b,n,e,c,20,s,s,w,w,p,w,23,o,p,n,n,g,e
1166,x,y,g,f,f,f,c,b,g,e,b,236,k,k,b,p,p,w,24,o,l,h,v,d,p
1167,x,y,w,t,p,f,c,n,w,e,e,4,s,s,w,w,p,w,24,o,p,n,s,u,p
1168,x,y,n,f,f,f,c,n,b,t,?,210,k,s,p,w,p,w,26,o,e,w,v,l,p
1169,k,s,n,f,n,a,c,b,o,e,?,23,s,s,o,o,p,o,23,o,p,y,v,l,e
1170,x,f,n,f,n,f,w,b,k,t,e,28,f,s,w,w,p,w,25,o,e,n,a,g,e
1171,f,f,g,f,f,f,c,b,h,e,b,70,k,k,b,n,p,w,41,o,l,h,v,d,p
1172,x,f,g,f,n,f,w,b,w,e,?,159,k,k,w,w,p,w,36,t,p,w,s,g,e
1173,b,y,y,t,a,f,c,b,n,e,c,33,s,s,w,w,p,w,37,o,p,k,s,g,e
1174,x,f,g,t,n,f,c,b,n,t,b,200,s,s,p,w,p,w,23,o,p,k,y,d,e
1175,f,f,n,t,n,f,c,b,w,t,b,182,s,s,w,p,p,w,23,o,p,k,y,d,e
1176,b,s,w,t,a,f,c,b,n,e,c,161,s,s,w,w,p,w,34,o,p,k,n,m,e
1177,x,s,b,t,f,f,c,b,h,t,b,18,s,f,w,w,p,w,23,o,p,h,v,g,p
1178,f,y,e,f,s,f,c,n,b,t,?,184,s,k,w,p,p,w,35,o,e,w,v,p,p
1179,x,s,n,f,y,f,c,n,b,t,?,505,s,s,p,p,p,w,29,o,e,w,v,l,p
1180,f,s,n,f,n,f,w,b,h,t,e,7,s,s,w,w,p,w,45,o,e,n,s,g,e
1181,x,y,y,f,f,f,c,b,h,e,b,181,k,k,n,n,p,w,25,o,l,h,y,p,p
1182,x,y,n,t,n,f,c,b,n,t,b,39,s,s,w,p,p,w,36,o,p,n,y,d,e
1183,x,s,n,f,n,f,w,b,k,t,e,327,f,f,w,w,p,w,39,o,e,n,a,g,e
1184,k,y,n,f,s,f,c,n,b,t,?,239,k,s,w,p,p,w,44,o,e,w,v,p,p
1185,x,y,n,f,y,f,c,n,b,t,?,139,s,k,w,w,p,w,51,o,e,w,v,l,p
1186,b,s,g,f,n,f,w,b,g,e,?,318,s,k,w,w,p,w,10,t,p,w,s,g,e
1187,f,s,n,f,n,a,c,b,n,e,?,35,s,s,o,o,p,n,39,o,p,o,c,l,e
1188,f,y,n,t,n,f,c,b,n,t,b,308,s,s,w,w,p,w,53,o,p,n,y,d,e
1189,f,y,n,t,n,f,c,b,w,t,b,123,s,s,g,g,p,w,24,o,p,n,y,d,e
1190,f,y,e,f,f,f,c,n,b,t,?,585,s,s,p,p,p,w,28,o,e,w,v,p,p
1191,k,s,n,f,y,f,c,n,b,t,?,492,s,k,w,w,p,w,42,o,e,w,v,l,p
1192,f,f,g,f,n,f,w,b,k,t,e,1,f,s,w,w,p,w,27,o,e,k,a,g,e
1193,f,f,g,t,n,f,c,b,w,t,b,10,s,s,p,p,p,w,38,o,p,k,v,d,e
1194,x,y,g,f,f,f,c,b,g,e,b,33,k,k,b,n,p,w,78,o,l,h,y,g,p
1195,f,y,b,t,n,f,c,b,w,e,?,119,s,s,e,e,p,w,31,t,e,w,c,w,e
1196,x,y,e,t,n,f,c,b,n,t,b,472,s,s,p,g,p,w,28,o,p,n,v,d,e
1197,f,s,n,f,n,a,c,b,y,e,?,440,s,s,o,o,p,n,48,o,p,y,v,l,e
1198,x,f,e,t,n,f,c,b,n,t,b,203,s,s,w,p,p,w,28,o,p,k,v,d,e
1199,x,s,n,t,p,f,c,n,w,e,e,120,s,s,w,w,p,w,54,o,p,k,s,g,p
1200,f,s,b,t,f,f,c,b,w,t,b,85,f,f,w,w,p,w,27,o,p,h,v,g,p
1201,x,s,n,f,s,f,c,n,b,t,?,208,s,k,p,p,p,w,76,o,e,w,v,l,p
1202,k,y,n,f,y,f,c,n,b,t,?,211,s,k,w,w,p,w,26,o,e,w,v,d,p
1203,b,s,y,t,l,f,c,b,k,e,c,82,s,s,w,w,p,w,35,o,p,n,s,m,e
1204,x,f,g,t,n,f,c,b,n,t,b,416,s,s,w,w,p,w,37,o,p,n,y,d,e
1205,f,s,e,f,s,f,c,n,b,t,?,258,s,s,p,w,p,w,47,o,e,w,v,p,p
1206,x,f,g,f,f,f,c,b,h,e,b,601,k,k,b,n,p,w,54,o,l,h,y,d,p
1207,k,f,c,f,n,f,w,n,w,e,b,9,f,f,w,n,p,w,25,o,e,w,v,l,e
1208,x,f,w,t,a,f,w,n,p,t,b,77,s,s,w,w,p,w,28,o,p,n,v,d,e
1209,f,f,n,f,n,f,w,b,k,t,e,1,s,f,w,w,p,w,23,o,e,n,a,g,e
1210,f,s,b,t,f,f,c,b,h,t,b,75,s,f,w,w,p,w,26,o,p,h,s,u,p
1211,x,y,g,f,f,f,c,b,p,e,b,306,k,k,p,p,p,w,44,o,l,h,v,p,p
1212,f,f,e,t,n,f,c,b,p,t,b,409,s,s,p,g,p,w,23,o,p,k,v,d,e
1213,x,s,n,f,y,f,c,n,b,t,?,72,s,k,w,p,p,w,23,o,e,w,v,l,p
1214,f,y,e,f,y,f,c,n,b,t,?,185,k,k,p,p,p,w,30,o,e,w,v,d,p
1215,x,s,y,t,l,f,c,b,w,e,c,132,s,s,w,w,p,w,45,o,p,k,n,g,e
1216,k,y,b,t,n,f,c,b,e,e,?,6,s,s,w,w,p,w,26,t,e,w,c,w,e
1217,f,y,n,f,y,f,c,n,b,t,?,85,k,k,w,w,p,w,24,o,e,w,v,d,p
1218,x,s,w,f,c,f,w,n,u,e,b,188,s,s,w,w,p,w,23,o,p,k,v,d,p
1219,x,s,n,f,f,f,c,n,b,t,?,100,k,s,w,p,p,w,30,o,e,w,v,p,p
1220,x,y,y,f,f,f,c,b,g,e,b,137,k,k,b,p,p,w,23,o,l,h,y,d,p
1221,x,y,n,t,n,f,c,b,u,t,b,208,s,s,g,g,p,w,25,o,p,k,y,d,e
1222,x,s,n,f,n,f,w,b,n,t,e,7,f,s,w,w,p,w,29,o,e,n,a,g,e
1223,f,f,y,f,f,f,c,b,g,e,b,21,k,k,n,b,p,w,23,o,l,h,v,p,p
1224,f,f,e,t,n,f,c,b,u,t,b,122,s,s,p,p,p,w,41,o,p,k,y,d,e
1225,k,y,n,f,s,f,c,n,b,t,?,123,k,s,p,p,p,w,44,o,e,w,v,d,p
1226,k,s,n,f,n,a,c,b,y,e,?,51,s,s,o,o,p,o,23,o,p,y,c,l,e
1227,x,s,w,f,n,f,w,b,h,t,e,201,s,f,w,w,p,w,29,o,e,k,s,g,e
1228,x,y,n,f,s,f,c,n,b,t,?,176,s,s,p,p,p,w,23,o,e,w,v,l,p
1229,f,y,e,t,n,f,c,b,u,t,b,184,s,s,w,g,p,w,37,o,p,n,y,d,e
1230,x,s,n,f,s,f,c,n,b,t,?,103,k,k,p,p,p,w,23,o,e,w,v,d,p
1231,f,y,y,f,f,f,c,b,p,e,b,65,k,k,p,p,p,w,28,o,l,h,v,g,p
1232,x,y,e,f,y,f,c,n,b,t,?,144,s,k,w,p,p,w,53,o,e,w,v,l,p
1233,b,f,w,f,n,f,w,b,g,e,?,179,k,k,w,w,p,w,39,t,p,w,n,g,e
1234,x,s,e,f,s,f,c,n,b,t,?,29,k,s,w,w,p,w,49,o,e,w,v,p,p
1235,f,y,y,t,l,f,c,b,p,e,r,145,s,y,w,w,p,w,74,o,p,n,s,p,e
1236,f,s,n,f,n,a,c,b,o,e,?,265,s,s,o,o,p,o,25,o,p,y,c,l,e
1237,f,s,y,t,a,f,w,n,n,t,b,90,s,s,w,w,p,w,26,o,p,u,v,d,e
1238,f,s,w,f,n,f,w,b,k,t,e,60,s,s,w,w,p,w,23,o,e,k,s,g,e
1239,x,y,y,f,f,f,c,b,g,e,b,272,k,k,n,p,p,w,23,o,l,h,v,g,p
1240,f,f,e,t,n,f,c,b,w,t,b,118,s,s,p,p,p,w,22,o,p,n,v,d,e
1241,x,y,g,t,n,f,c,b,w,t,b,104,s,s,p,p,p,w,35,o,p,k,y,d,e
1242,b,s,y,t,l,f,c,b,g,e,c,157,s,s,w,w,p,w,23,o,p,n,s,m,e
1243,x,y,y,f,f,f,c,b,h,e,b,114,k,k,n,p,p,w,23,o,l,h,y,g,p
1244,k,y,e,f,y,f,c,n,b,t,?,91,k,k,p,p,p,w,28,o,e,w,v,d,p
1245,x,s,g,t,f,f,c,b,w,t,b,198,f,f,w,w,p,w,23,o,p,h,v,u,p
1246,b,s,y,t,a,f,c,b,k,e,c,2,s,s,w,w,p,w,45,o,p,k,s,m,e
1247,x,s,n,f,y,f,c,n,b,t,?,357,s,s,p,w,p,w,78,o,e,w,v,l,p
1248,f,y,e,f,f,f,c,n,b,t,?,154,s,k,p,p,p,w,23,o,e,w,v,p,p
1249,x,s,b,t,f,f,c,b,w,t,b,43,s,s,w,w,p,w,34,o,p,h,s,u,p
1250,x,s,n,f,n,f,w,b,h,t,e,13,f,s,w,w,p,w,25,o,e,n,a,g,e
1251,x,f,n,t,n,f,c,b,w,t,b,85,s,s,g,p,p,w,23,o,p,k,y,d,e
1252,x,f,g,t,n,f,c,b,p,t,b,126,s,s,w,p,p,w,23,o,p,k,v,d,e
1253,f,s,b,t,f,f,c,b,p,t,b,4,f,s,w,w,p,w,26,o,p,h,v,u,p
1254,f,s,n,f,n,f,w,b,n,t,e,123,s,s,w,w,p,w,36,o,e,n,s,g,e
1255,x,f,y,f,f,f,c,b,g,e,b,30,k,k,n,b,p,w,68,o,l,h,y,g,p
1256,b,y,w,t,l,f,c,b,g,e,c,5,s,s,w,w,p,w,31,o,p,k,n,g,e
1257,x,y,g,f,f,f,c,b,p,e,b,89,k,k,n,b,p,w,51,o,l,h,y,p,p
1258,x,f,w,t,a,f,w,n,w,t,b,43,s,s,w,w,p,w,40,o,p,u,v,d,e
1259,x,y,y,t,a,f,c,b,p,e,r,6,s,y,w,w,p,w,23,o,p,k,y,g,e
1260,f,s,e,f,y,f,c,n,b,t,?,63,k,s,p,w,p,w,25,o,e,w,v,p,p
1261,x,s,g,t,f,f,c,b,w,t,b,133,s,s,w,w,p,w,36,o,p,h,v,g,p
1262,f,y,y,t,l,f,c,b,w,e,r,61,s,y,w,w,p,w,37,o,p,k,y,g,e
1263,x,f,g,f,f,f,c,b,p,e,b,398,k,k,p,b,p,w,38,o,l,h,y,p,p
1264,x,y,w,t,a,f,c,b,n,e,c,76,s,s,w,w,p,w,33,o,p,k,s,m,e
1265,k,s,e,f,f,f,c,n,b,t,?,234,k,k,w,w,p,w,23,o,e,w,v,l,p
1266,k,s,n,f,y,f,c,n,b,t,?,152,k,s,w,w,p,w,43,o,e,w,v,p,p
1267,f,f,e,t,n,f,c,b,u,t,b,178,s,s,w,p,p,w,30,o,p,n,y,d,e
1268,f,y,e,f,f,f,c,n,b,t,?,7,k,k,w,p,p,w,23,o,e,w,v,d,p
1269,x,s,w,f,c,f,c,n,u,e,b,10,s,s,w,w,p,w,45,o,p,n,v,d,p
1270,f,s,n,f,f,f,c,n,b,t,?,178,s,k,p,p,p,w,23,o,e,w,v,l,p
1271,x,y,g,f,f,f,c,b,g,e,b,445,k,k,p,b,p,w,25,o,l,h,v,d,p
1272,f,y,e,t,n,f,c,b,w,t,b,110,s,s,w,w,p,w,39,o,p,k,v,d,e
1273,f,f,n,t,n,f,c,b,n,t,b,19,s,s,p,w,p,w,23,o,p,n,y,d,e
1274,k,s,n,f,n,a,c,b,y,e,?,316,s,s,o,o,p,o,30,o,p,y,v,l,e
1275,x,y,g,f,f,f,c,b,p,e,b,346,k,k,p,n,p,w,25,o,l,h,v,d,p
1276,k,s,b,t,n,f,c,b,e,e,?,138,s,s,e,w,p,w,23,t,e,w,c,w,e
1277,x,s,n,f,n,a,c,b,o,e,?,204,s,s,o,o,p,o,50,o,p,o,v,l,e
1278,f,s,e,f,y,f,c,n,b,t,?,678,k,k,p,p,p,w,32,o,e,w,v,p,p
1279,k,f,g,f,n,f,w,b,p,e,?,300,s,s,w,w,p,w,31,t,p,w,s,g,e
1280,f,y,n,f,y,f,c,n,b,t,?,287,s,k,p,w,p,w,56,o,e,w,v,l,p
1281,b,y,w,t,n,f,c,b,w,e,b,54,s,s,w,w,p,w,23,t,p,r,v,m,p
1282,x,y,n,f,f,f,c,n,b,t,?,117,s,k,w,p,p,w,54,o,e,w,v,p,p
1283,f,s,w,t,p,f,c,n,n,e,e,6,s,s,w,w,p,w,41,o,p,k,v,u,p
1284,f,f,e,t,n,f,c,b,u,t,b,10,s,s,p,g,p,w,25,o,p,k,y,d,e
1285,x,s,w,t,a,f,w,n,w,t,b,123,s,s,w,w,p,w,22,o,p,n,v,d,e
1286,f,s,e,f,y,f,c,n,b,t,?,656,s,k,w,p,p,w,23,o,e,w,v,d,p
1287,x,s,b,t,f,f,c,b,w,t,b,374,f,s,w,w,p,w,39,o,p,h,s,u,p
1288,x,f,y,f,f,f,c,b,p,e,b,101,k,k,n,b,p,w,23,o,l,h,y,g,p
1289,k,s,e,f,s,f,c,n,b,t,?,153,s,s,p,w,p,w,50,o,e,w,v,p,p
1290,f,y,g,f,f,f,c,b,g,e,b,118,k,k,p,b,p,w,23,o,l,h,v,p,p
1291,f,s,n,f,n,a,c,b,n,e,?,393,s,s,o,o,p,n,65,o,p,y,c,l,e
1292,k,s,n,f,y,f,c,n,b,t,?,28,s,k,p,w,p,w,24,o,e,w,v,l,p
1293,f,f,n,f,n,f,w,b,k,t,e,304,f,f,w,w,p,w,45,o,e,n,s,g,e
1294,f,y,w,t,p,f,c,n,p,e,e,122,s,s,w,w,p,w,23,o,p,k,s,g,p
1295,x,y,g,f,f,f,c,b,g,e,b,121,k,k,n,p,p,w,23,o,l,h,v,d,p
1296,x,s,e,f,y,f,c,n,b,t,?,253,k,s,p,p,p,w,71,o,e,w,v,p,p
1297,s,f,g,f,n,f,c,n,k,e,e,75,s,s,w,w,p,w,39,o,p,k,v,u,e
1298,k,s,g,f,n,f,w,b,g,e,?,406,k,s,w,w,p,w,40,t,p,w,n,g,e
1299,x,y,n,t,l,f,c,b,n,e,r,110,s,y,w,w,p,w,38,o,p,n,y,g,e
1300,f,y,y,f,f,f,c,b,h,e,b,44,k,k,p,p,p,w,5,o,l,h,y,p,p
1301,x,f,g,t,n,f,c,b,w,t,b,293,s,s,p,w,p,w,63,o,p,n,v,d,e
1302,f,f,g,t,n,f,c,b,n,t,b,121,s,s,g,w,p,w,35,o,p,n,v,d,e
1303,x,f,e,t,n,f,c,b,p,t,b,52,s,s,p,p,p,w,47,o,p,n,v,d,e
1304,x,y,n,f,y,f,c,n,b,t,?,118,k,k,w,p,p,w,23,o,e,w,v,p,p
1305,f,y,e,f,s,f,c,n,b,t,?,69,s,s,p,w,p,w,39,o,e,w,v,d,p
1306,f,y,n,t,p,f,c,n,p,e,e,1,s,s,w,w,p,w,36,o,p,k,s,g,p
1307,x,f,w,f,n,f,w,b,p,e,?,276,s,s,w,w,p,w,46,t,p,w,s,g,e
1308,f,y,g,f,f,f,c,b,p,e,b,7,k,k,b,b,p,w,37,o,l,h,v,p,p
1309,x,s,w,t,a,f,c,b,w,e,c,56,s,s,w,w,p,w,46,o,p,k,s,m,e
1310,k,s,n,f,n,a,c,b,n,e,?,392,s,s,o,o,p,n,31,o,p,n,v,l,e
1311,f,f,n,t,n,f,c,b,u,t,b,418,s,s,g,p,p,w,23,o,p,k,y,d,e
1312,x,f,n,t,n,f,c,b,p,t,b,10,s,s,g,w,p,w,37,o,p,k,v,d,e
1313,x,y,g,t,n,f,c,b,n,t,b,102,s,s,g,g,p,w,23,o,p,k,v,d,e
1314,f,y,w,t,p,f,c,n,k,e,e,81,s,s,w,w,p,w,32,o,p,n,v,u,p
1315,x,y,y,f,f,f,c,b,h,e,b,8,k,k,p,p,p,w,23,o,l,h,v,d,p
1316,x,y,w,t,p,f,c,n,k,e,e,25,s,s,w,w,p,w,24,o,p,k,s,g,p
1317,x,f,y,t,a,f,w,n,p,t,b,61,s,s,w,w,p,w,27,o,p,u,v,d,e
1318,f,s,e,f,f,f,c,n,b,t,?,485,k,k,p,w,p,w,23,o,e,w,v,l,p
1319,f,y,e,f,s,f,c,n,b,t,?,216,k,k,p,w,p,w,40,o,e,w,v,d,p
1320,x,s,p,t,n,f,c,b,w,e,b,204,s,s,w,w,p,w,23,t,p,w,v,p,e
